Client Order ID,Instrument,Side,Quantity,Price
aa47393,Tulip,2,990,8
aa47394,Lotus,2,40,51
aa47395,Orchid,2,210,66
aa47396,Lotus,2,610,96
aa47397,Lavender,1,470,49
aa47398,Lavender,1,760,92
aa47399,Orchid,2,100,44
aa47400,Tulip,2,10,76
aa47401,Tulip,1,60,75
aa47402,Tulip,1,170,76
aa47403,Orchid,2,310,64
aa47404,Orchid,1,300,11
aa47405,Orchid,2,330,34
aa47406,Lavender,1,60,90
aa47407,Orchid,1,60,60
aa47408,Rose,2,520,1
aa47409,Lotus,2,70,52
aa47410,Lavender,2,860,63
aa47411,Tulip,2,910,72
aa47412,Tulip,1,970,88
aa47413,Rose,2,480,62
aa47414,Rose,1,520,93
aa47415,Rose,1,340,88
aa47416,Orchid,1,110,88
aa47417,Lotus,1,340,38
aa47418,Lotus,2,300,50
aa47419,Lavender,1,870,19
aa47420,Rose,2,790,45
aa47421,Orchid,2,620,6
aa47422,Lavender,2,330,24
aa47423,Lavender,2,270,90
aa47424,Lavender,1,530,5
aa47425,Rose,1,190,62
aa47426,Orchid,2,730,55
aa47427,Orchid,1,200,80
aa47428,Lotus,2,490,80
aa47429,Lavender,2,880,78
aa47430,Lavender,1,960,11
aa47431,Orchid,1,160,65
aa47432,Orchid,2,970,78
aa47433,Orchid,1,710,51
aa47434,Orchid,2,360,81
aa47435,Orchid,2,540,74
aa47436,Tulip,1,250,88
aa47437,Lavender,2,400,66
aa47438,Lotus,2,620,96
aa47439,Lavender,1,680,83
aa47440,Orchid,2,90,14
aa47441,Orchid,2,40,6
aa47442,Tulip,1,270,10
aa47443,Lavender,2,720,99
aa47444,Rose,2,220,99
aa47445,Lotus,1,560,12
aa47446,Tulip,1,600,98
aa47447,Tulip,2,740,66
aa47448,Lavender,2,980,94
aa47449,Rose,2,930,21
aa47450,Rose,2,290,16
aa47451,Rose,2,40,79
aa47452,Orchid,1,370,79
aa47453,Tulip,1,620,93
aa47454,Lotus,1,510,74
aa47455,Lotus,2,150,45
aa47456,Rose,2,210,24
aa47457,Lotus,1,680,66
aa47458,Lotus,2,940,74
aa47459,Tulip,1,390,60
aa47460,Rose,1,40,14
aa47461,Orchid,1,290,36
aa47462,Tulip,2,160,78
aa47463,Lotus,2,430,39
aa47464,Tulip,2,100,12
aa47465,Orchid,1,770,47
aa47466,Rose,2,460,98
aa47467,Rose,2,680,22
aa47468,Lotus,2,80,36
aa47469,Tulip,1,540,28
aa47470,Tulip,2,70,79
aa47471,Lotus,2,750,78
aa47472,Rose,1,80,2
aa47473,Lavender,1,210,70
aa47474,Orchid,2,870,41
aa47475,Orchid,1,450,93
aa47476,Rose,1,570,17
aa47477,Lotus,2,450,62
aa47478,Orchid,1,20,96
aa47479,Rose,1,310,96
aa47480,Orchid,2,230,56
aa47481,Lotus,2,940,84
aa47482,Lotus,2,270,67
aa47483,Tulip,1,150,59
aa47484,Tulip,1,550,45
aa47485,Lavender,2,290,25
aa47486,Tulip,2,520,47
aa47487,Tulip,2,780,90
aa47488,Orchid,1,850,78
aa47489,Lavender,2,500,56
aa47490,Lavender,1,310,42
aa47491,Lavender,2,440,84
aa47492,Orchid,2,380,42
aa47493,Lotus,1,640,72
aa47494,Tulip,2,250,56
aa47495,Lavender,1,920,83
aa47496,Orchid,1,100,69
aa47497,Lotus,1,930,82
aa47498,Rose,1,440,29
aa47499,Rose,1,930,28
aa47500,Tulip,1,930,5
aa47501,Rose,2,910,18
aa47502,Lotus,2,900,71
aa47503,Orchid,2,610,17
aa47504,Rose,2,570,25
aa47505,Orchid,2,440,78
aa47506,Orchid,1,520,47
aa47507,Tulip,1,950,16
aa47508,Lavender,1,810,11
aa47509,Lavender,1,210,64
aa47510,Rose,2,560,92
aa47511,Lotus,2,420,53
aa47512,Tulip,2,520,72
aa47513,Orchid,1,650,75
aa47514,Lavender,2,780,63
aa47515,Orchid,1,10,46
aa47516,Tulip,2,260,76
aa47517,Lotus,2,950,7
aa47518,Orchid,2,430,12
aa47519,Tulip,1,10,47
aa47520,Tulip,2,560,51
aa47521,Lavender,1,580,66
aa47522,Lotus,2,520,87
aa47523,Tulip,2,970,28
aa47524,Rose,1,970,32
aa47525,Rose,1,850,32
aa47526,Lavender,1,680,30
aa47527,Tulip,1,190,60
aa47528,Rose,1,970,46
aa47529,Lotus,1,160,47
aa47530,Lotus,2,170,13
aa47531,Lavender,1,150,90
aa47532,Lotus,2,730,33
aa47533,Rose,1,810,64
aa47534,Lotus,2,80,34
aa47535,Rose,2,120,54
aa47536,Lotus,2,390,70
aa47537,Orchid,2,150,29
aa47538,Orchid,1,10,35
aa47539,Rose,2,100,14
aa47540,Orchid,2,390,70
aa47541,Lotus,1,960,1
aa47542,Lotus,2,660,52
aa47543,Rose,1,770,80
aa47544,Rose,2,20,66
aa47545,Orchid,2,300,63
aa47546,Rose,1,180,53
aa47547,Orchid,2,420,96
aa47548,Tulip,2,650,57
aa47549,Rose,2,180,4
aa47550,Tulip,1,480,16
aa47551,Rose,2,330,32
aa47552,Orchid,2,70,31
aa47553,Lotus,1,820,41
aa47554,Lotus,1,430,18
aa47555,Tulip,2,420,7
aa47556,Lavender,2,460,19
aa47557,Lotus,1,20,38
aa47558,Tulip,2,230,9
aa47559,Tulip,1,350,76
aa47560,Lotus,1,510,76
aa47561,Lavender,2,610,32
aa47562,Lotus,2,290,99
aa47563,Tulip,2,290,25
aa47564,Tulip,1,330,41
aa47565,Lavender,2,700,77
aa47566,Rose,2,310,82
aa47567,Lotus,2,240,62
aa47568,Tulip,1,870,85
aa47569,Lotus,2,220,99
aa47570,Lotus,2,690,98
aa47571,Rose,1,310,88
aa47572,Tulip,2,580,93
aa47573,Rose,1,800,12
aa47574,Tulip,2,160,98
aa47575,Lotus,1,600,9
aa47576,Orchid,1,650,90
aa47577,Rose,1,750,41
aa47578,Orchid,1,860,58
aa47579,Lotus,2,610,25
aa47580,Lavender,2,900,92
aa47581,Tulip,1,400,5
aa47582,Lavender,1,430,42
aa47583,Lavender,1,490,17
aa47584,Orchid,1,490,81
aa47585,Orchid,2,800,68
aa47586,Lotus,1,270,54
aa47587,Lavender,1,830,96
aa47588,Rose,1,630,24
aa47589,Lotus,1,500,35
aa47590,Lotus,1,670,50
aa47591,Lavender,2,490,52
aa47592,Rose,2,450,34
aa47593,Lavender,1,330,26
aa47594,Orchid,2,20,44
aa47595,Lavender,2,800,17
aa47596,Rose,2,640,35
aa47597,Lavender,2,640,81
aa47598,Rose,2,550,73
aa47599,Lavender,1,10,88
aa47600,Lavender,1,250,36
aa47601,Tulip,1,880,1
aa47602,Lotus,1,220,51
aa47603,Orchid,2,890,20
aa47604,Rose,2,500,55
aa47605,Orchid,2,830,1
aa47606,Lavender,1,620,8
aa47607,Lotus,2,920,38
aa47608,Lavender,2,600,77
aa47609,Tulip,2,360,46
aa47610,Lotus,1,980,76
aa47611,Lavender,2,960,17
aa47612,Lavender,2,170,89
aa47613,Orchid,2,840,12
aa47614,Lavender,1,840,26
aa47615,Orchid,1,620,37
aa47616,Rose,1,120,15
aa47617,Lotus,1,210,59
aa47618,Lavender,2,630,86
aa47619,Orchid,2,950,65
aa47620,Rose,1,490,40
aa47621,Lotus,2,500,9
aa47622,Lavender,2,750,16
aa47623,Rose,1,340,88
aa47624,Lavender,2,930,14
aa47625,Tulip,2,700,2
aa47626,Lotus,1,630,2
aa47627,Rose,2,220,55
aa47628,Tulip,1,540,34
aa47629,Rose,1,60,6
aa47630,Rose,2,210,96
aa47631,Lotus,1,480,61
aa47632,Orchid,1,390,96
aa47633,Lotus,1,10,27
aa47634,Orchid,2,260,42
aa47635,Tulip,1,270,45
aa47636,Rose,2,120,42
aa47637,Rose,1,150,71
aa47638,Tulip,1,130,17
aa47639,Rose,1,110,75
aa47640,Lavender,1,580,54
aa47641,Lavender,1,260,77
aa47642,Orchid,1,250,75
aa47643,Orchid,2,930,97
aa47644,Rose,1,60,90
aa47645,Orchid,2,190,58
aa47646,Lotus,2,730,65
aa47647,Lotus,1,80,64
aa47648,Lavender,1,850,84
aa47649,Tulip,2,680,6
aa47650,Orchid,2,830,15
aa47651,Rose,1,360,19
aa47652,Lotus,1,950,7
aa47653,Rose,2,730,56
aa47654,Tulip,1,110,8
aa47655,Tulip,1,420,53
aa47656,Rose,2,850,86
aa47657,Orchid,2,250,85
aa47658,Rose,1,220,62
aa47659,Orchid,2,140,32
aa47660,Rose,1,550,22
aa47661,Lotus,1,780,33
aa47662,Orchid,1,480,21
aa47663,Rose,1,150,50
aa47664,Tulip,2,750,19
aa47665,Orchid,2,960,42
aa47666,Lavender,1,870,16
aa47667,Lotus,2,770,82
aa47668,Rose,1,930,76
aa47669,Lotus,2,810,90
aa47670,Orchid,1,310,8
aa47671,Rose,2,110,73
aa47672,Orchid,2,250,4
aa47673,Rose,2,570,39
aa47674,Orchid,1,930,13
aa47675,Lavender,2,640,30
aa47676,Lotus,1,300,36
aa47677,Tulip,1,770,40
aa47678,Rose,1,1000,32
aa47679,Orchid,1,190,48
aa47680,Orchid,1,960,16
aa47681,Lavender,1,660,12
aa47682,Rose,1,600,86
aa47683,Rose,2,660,92
aa47684,Lavender,1,490,26
aa47685,Rose,1,820,77
aa47686,Tulip,1,30,30
aa47687,Lavender,2,760,91
aa47688,Orchid,1,100,36
aa47689,Tulip,1,150,53
aa47690,Rose,2,720,42
aa47691,Lotus,1,870,4
aa47692,Lavender,1,220,58
aa47693,Tulip,1,530,29
aa47694,Rose,2,920,14
aa47695,Rose,1,930,87
aa47696,Lotus,1,520,40
aa47697,Lotus,1,60,35
aa47698,Lavender,2,60,31
aa47699,Lotus,2,610,78
aa47700,Lavender,1,10,66
aa47701,Rose,2,800,74
aa47702,Lotus,1,140,37
aa47703,Tulip,2,920,35
aa47704,Tulip,2,950,72
aa47705,Rose,1,810,100
aa47706,Orchid,1,880,9
aa47707,Tulip,1,810,89
aa47708,Orchid,1,410,41
aa47709,Rose,1,740,83
aa47710,Lavender,1,210,33
aa47711,Orchid,2,290,15
aa47712,Lotus,1,400,65
aa47713,Rose,1,940,95
aa47714,Orchid,2,140,87
aa47715,Lotus,2,860,34
aa47716,Lavender,1,170,100
aa47717,Rose,1,420,47
aa47718,Tulip,1,910,20
aa47719,Orchid,2,880,84
aa47720,Orchid,2,290,97
aa47721,Lotus,1,720,10
aa47722,Tulip,2,50,39
aa47723,Lavender,1,380,3
aa47724,Lavender,2,200,2
aa47725,Lotus,2,470,98
aa47726,Rose,1,220,38
aa47727,Rose,2,330,83
aa47728,Lotus,1,470,77
aa47729,Lavender,2,200,94
aa47730,Tulip,1,700,94
aa47731,Lavender,2,100,85
aa47732,Orchid,2,490,47
aa47733,Lotus,2,930,3
aa47734,Lotus,2,700,41
aa47735,Rose,1,530,15
aa47736,Lavender,1,780,55
aa47737,Rose,1,20,42
aa47738,Rose,1,570,91
aa47739,Lotus,1,770,79
aa47740,Rose,1,820,80
aa47741,Lavender,1,820,85
aa47742,Lavender,2,360,30
aa47743,Lavender,1,370,75
aa47744,Tulip,1,400,17
aa47745,Tulip,1,510,53
aa47746,Rose,2,730,15
aa47747,Lotus,2,700,54
aa47748,Rose,1,660,76
aa47749,Tulip,2,60,29
aa47750,Orchid,2,350,34
aa47751,Lotus,1,350,60
aa47752,Tulip,1,360,96
aa47753,Lavender,2,520,21
aa47754,Tulip,2,190,42
aa47755,Orchid,1,310,77
aa47756,Lotus,2,50,98
aa47757,Orchid,1,410,2
aa47758,Orchid,1,330,66
aa47759,Orchid,2,740,71
aa47760,Lavender,1,180,74
aa47761,Lavender,2,690,83
aa47762,Lavender,1,660,73
aa47763,Tulip,1,70,99
aa47764,Tulip,1,570,97
aa47765,Tulip,1,460,23
aa47766,Lotus,1,220,89
aa47767,Rose,1,810,85
aa47768,Rose,2,170,15
aa47769,Lavender,1,430,24
aa47770,Rose,1,220,39
aa47771,Rose,1,690,28
aa47772,Lotus,2,310,17
aa47773,Lavender,2,790,74
aa47774,Lavender,2,440,81
aa47775,Orchid,1,230,63
aa47776,Lotus,1,170,70
aa47777,Lavender,1,160,78
aa47778,Tulip,1,510,88
aa47779,Lotus,2,480,4
aa47780,Lavender,1,530,10
aa47781,Lotus,1,1000,6
aa47782,Lotus,2,810,11
aa47783,Lotus,1,880,75
aa47784,Lotus,2,820,87
aa47785,Lavender,1,530,30
aa47786,Lotus,2,150,38
aa47787,Lavender,2,610,100
aa47788,Orchid,2,560,61
aa47789,Lavender,2,150,72
aa47790,Orchid,1,40,92
aa47791,Tulip,1,410,82
aa47792,Lotus,2,80,97
aa47793,Tulip,2,240,50
aa47794,Lavender,1,410,45
aa47795,Rose,2,480,20
aa47796,Orchid,1,820,79
aa47797,Lotus,2,600,59
aa47798,Orchid,1,680,61
aa47799,Lotus,2,590,33
aa47800,Lotus,2,150,1
aa47801,Lotus,1,750,2
aa47802,Lotus,2,440,49
aa47803,Rose,2,640,58
aa47804,Lavender,1,180,15
aa47805,Rose,1,50,28
aa47806,Lavender,2,910,77
aa47807,Lavender,2,60,35
aa47808,Lavender,1,20,20
aa47809,Lotus,2,100,26
aa47810,Orchid,1,90,47
aa47811,Rose,1,990,30
aa47812,Lavender,1,550,99
aa47813,Orchid,2,280,60
aa47814,Lavender,2,440,32
aa47815,Lavender,1,780,93
aa47816,Tulip,2,990,33
aa47817,Lavender,1,710,9
aa47818,Rose,2,930,3
aa47819,Rose,2,410,41
aa47820,Lavender,2,690,44
aa47821,Lotus,1,280,98
aa47822,Tulip,1,130,21
aa47823,Tulip,2,680,60
aa47824,Rose,1,650,57
aa47825,Orchid,2,250,4
aa47826,Orchid,1,490,98
aa47827,Tulip,1,100,77
aa47828,Orchid,1,980,23
aa47829,Lavender,1,320,67
aa47830,Tulip,2,300,52
aa47831,Rose,1,650,77
aa47832,Tulip,2,210,93
aa47833,Lotus,2,710,57
aa47834,Orchid,2,190,60
aa47835,Rose,1,590,8
aa47836,Orchid,2,790,42
aa47837,Lotus,2,420,50
aa47838,Lotus,2,820,7
aa47839,Rose,2,330,5
aa47840,Orchid,2,140,6
aa47841,Tulip,1,510,3
aa47842,Tulip,2,360,11
aa47843,Orchid,1,70,95
aa47844,Lotus,1,780,36
aa47845,Tulip,1,770,41
aa47846,Rose,1,290,32
aa47847,Orchid,2,50,15
aa47848,Lotus,2,870,46
aa47849,Tulip,2,350,40
aa47850,Tulip,1,780,67
aa47851,Tulip,2,30,65
aa47852,Lavender,1,370,44
aa47853,Orchid,1,660,95
aa47854,Orchid,1,590,18
aa47855,Orchid,1,600,78
aa47856,Lavender,2,190,96
aa47857,Orchid,1,860,93
aa47858,Tulip,2,190,47
aa47859,Rose,1,890,28
aa47860,Orchid,1,750,66
aa47861,Tulip,1,310,25
aa47862,Lavender,2,850,16
aa47863,Orchid,1,920,54
aa47864,Rose,2,930,84
aa47865,Orchid,2,710,97
aa47866,Orchid,2,100,6
aa47867,Lavender,1,420,60
aa47868,Lotus,1,170,65
aa47869,Lavender,2,180,11
aa47870,Tulip,2,630,93
aa47871,Lavender,1,800,39
aa47872,Orchid,1,950,5
aa47873,Lavender,1,810,43
aa47874,Rose,1,100,33
aa47875,Lavender,2,760,1
aa47876,Orchid,1,290,1
aa47877,Lavender,2,600,42
aa47878,Orchid,2,440,51
aa47879,Tulip,1,500,83
aa47880,Lavender,1,170,29
aa47881,Orchid,1,250,85
aa47882,Lotus,2,170,97
aa47883,Rose,1,300,21
aa47884,Rose,2,820,40
aa47885,Rose,2,640,9
aa47886,Lavender,2,820,48
aa47887,Lotus,2,600,75
aa47888,Lotus,2,450,51
aa47889,Lotus,1,650,19
aa47890,Lavender,1,690,78
aa47891,Orchid,1,880,27
aa47892,Lotus,2,900,79
aa47893,Orchid,1,650,74
aa47894,Orchid,2,110,41
aa47895,Tulip,1,910,42
aa47896,Rose,1,800,62
aa47897,Orchid,1,960,96
aa47898,Lavender,1,540,1
aa47899,Lotus,1,890,88
aa47900,Rose,2,580,26
aa47901,Lavender,2,780,75
aa47902,Lavender,1,640,32
aa47903,Orchid,1,870,76
aa47904,Tulip,1,870,94
aa47905,Lavender,2,690,59
aa47906,Lavender,2,890,90
aa47907,Lotus,1,270,29
aa47908,Rose,1,350,10
aa47909,Tulip,1,770,45
aa47910,Orchid,2,750,10
aa47911,Orchid,2,160,75
aa47912,Tulip,1,360,81
aa47913,Lavender,1,800,83
aa47914,Lavender,1,40,98
aa47915,Lavender,1,470,2
aa47916,Lotus,1,570,10
aa47917,Orchid,1,770,65
aa47918,Rose,1,220,96
aa47919,Orchid,2,920,72
aa47920,Tulip,2,850,38
aa47921,Lotus,2,410,50
aa47922,Lavender,1,60,56
aa47923,Lavender,1,140,6
aa47924,Rose,1,320,100
aa47925,Rose,2,220,87
aa47926,Rose,2,200,11
aa47927,Orchid,2,730,6
aa47928,Lavender,1,400,55
aa47929,Orchid,2,220,51
aa47930,Lotus,1,330,60
aa47931,Lotus,2,260,73
aa47932,Lotus,2,520,95
aa47933,Rose,1,950,67
aa47934,Tulip,1,460,80
aa47935,Tulip,2,700,98
aa47936,Lotus,1,240,44
aa47937,Tulip,2,930,96
aa47938,Orchid,1,260,97
aa47939,Rose,1,510,57
aa47940,Tulip,1,370,91
aa47941,Lavender,2,570,85
aa47942,Lotus,1,980,28
aa47943,Lotus,2,440,51
aa47944,Tulip,2,600,9
aa47945,Lavender,2,610,37
aa47946,Lotus,2,890,42
aa47947,Orchid,2,810,90
aa47948,Orchid,2,530,68
aa47949,Lavender,1,250,99
aa47950,Orchid,1,520,53
aa47951,Rose,2,100,43
aa47952,Lotus,1,110,50
aa47953,Rose,2,590,24
aa47954,Lotus,1,200,74
aa47955,Lotus,1,700,31
aa47956,Orchid,1,630,59
aa47957,Tulip,1,80,4
aa47958,Lotus,2,620,29
aa47959,Lavender,1,930,80
aa47960,Tulip,1,40,69
aa47961,Lotus,2,690,99
aa47962,Lotus,1,380,21
aa47963,Lavender,2,80,13
aa47964,Lavender,2,910,91
aa47965,Lavender,2,730,46
aa47966,Lavender,2,330,21
aa47967,Lavender,2,560,61
aa47968,Tulip,2,130,21
aa47969,Lotus,1,210,51
aa47970,Tulip,1,550,79
aa47971,Lavender,2,360,89
aa47972,Lotus,2,80,77
aa47973,Rose,1,680,80
aa47974,Rose,2,300,71
aa47975,Lotus,1,150,92
aa47976,Lotus,2,810,49
aa47977,Rose,2,710,20
aa47978,Tulip,2,270,38
aa47979,Lotus,2,20,90
aa47980,Orchid,1,100,43
aa47981,Tulip,1,460,16
aa47982,Tulip,1,950,17
aa47983,Tulip,1,370,91
aa47984,Tulip,1,760,3
aa47985,Rose,1,210,21
aa47986,Lotus,1,500,4
aa47987,Rose,2,310,2
aa47988,Rose,1,750,58
aa47989,Lotus,2,160,42
aa47990,Tulip,2,490,90
aa47991,Tulip,1,800,12
aa47992,Tulip,2,590,71
aa47993,Lotus,1,70,30
aa47994,Orchid,1,470,11
aa47995,Orchid,2,160,50
aa47996,Lotus,1,900,19
aa47997,Orchid,2,190,46
aa47998,Orchid,1,800,50
aa47999,Lavender,2,460,10
aa48000,Rose,1,600,29
aa48001,Rose,1,470,75
aa48002,Tulip,1,600,67
aa48003,Tulip,1,990,17
aa48004,Lotus,1,800,58
aa48005,Rose,1,200,97
aa48006,Lavender,1,480,33
aa48007,Lotus,1,970,74
aa48008,Orchid,2,560,71
aa48009,Orchid,2,170,91
aa48010,Tulip,2,530,29
aa48011,Lotus,1,740,13
aa48012,Lotus,1,70,36
aa48013,Orchid,1,470,93
aa48014,Orchid,1,660,87
aa48015,Lotus,1,520,20
aa48016,Orchid,2,320,24
aa48017,Lotus,2,450,99
aa48018,Rose,1,830,90
aa48019,Lavender,1,220,82
aa48020,Orchid,1,470,39
aa48021,Lavender,1,570,64
aa48022,Lotus,2,360,31
aa48023,Orchid,1,940,80
aa48024,Orchid,1,380,43
aa48025,Lavender,2,420,100
aa48026,Lavender,2,980,26
aa48027,Lavender,2,630,83
aa48028,Lavender,2,750,95
aa48029,Lavender,1,80,17
aa48030,Lavender,1,810,31
aa48031,Tulip,2,730,75
aa48032,Lavender,1,560,25
aa48033,Orchid,1,590,26
aa48034,Tulip,2,430,41
aa48035,Lotus,2,680,32
aa48036,Orchid,2,870,58
aa48037,Orchid,2,730,19
aa48038,Rose,2,560,48
aa48039,Lotus,2,510,11
aa48040,Lotus,2,310,99
aa48041,Lavender,2,980,31
aa48042,Rose,1,750,94
aa48043,Lotus,1,420,5
aa48044,Tulip,2,170,18
aa48045,Lotus,2,830,85
aa48046,Rose,1,120,74
aa48047,Orchid,1,600,64
aa48048,Tulip,1,370,16
aa48049,Lavender,1,350,43
aa48050,Lavender,1,210,35
aa48051,Lavender,2,750,66
aa48052,Lavender,1,720,76
aa48053,Lotus,1,210,93
aa48054,Lotus,1,820,34
aa48055,Rose,1,70,93
aa48056,Rose,2,50,29
aa48057,Tulip,1,690,76
aa48058,Lavender,1,240,82
aa48059,Lavender,2,760,95
aa48060,Lavender,2,440,70
aa48061,Orchid,1,600,38
aa48062,Lotus,2,140,17
aa48063,Orchid,1,800,85
aa48064,Rose,1,290,44
aa48065,Lotus,2,330,40
aa48066,Tulip,2,260,77
aa48067,Rose,1,750,8
aa48068,Tulip,2,600,93
aa48069,Tulip,1,680,13
aa48070,Orchid,1,720,31
aa48071,Lavender,2,740,58
aa48072,Lavender,1,790,33
aa48073,Rose,1,360,25
aa48074,Lotus,2,240,64
aa48075,Lavender,2,270,70
aa48076,Orchid,2,360,11
aa48077,Lotus,2,860,3
aa48078,Lotus,2,350,65
aa48079,Lotus,2,390,81
aa48080,Lotus,1,730,98
aa48081,Lavender,2,50,74
aa48082,Rose,2,700,26
aa48083,Orchid,1,320,39
aa48084,Lotus,2,830,58
aa48085,Lotus,1,700,94
aa48086,Rose,1,550,36
aa48087,Lotus,1,490,10
aa48088,Rose,1,130,62
aa48089,Lotus,2,190,57
aa48090,Rose,2,240,100
aa48091,Lotus,1,310,11
aa48092,Lotus,1,590,58
aa48093,Rose,2,100,67
aa48094,Lavender,2,850,96
aa48095,Tulip,1,570,33
aa48096,Tulip,2,840,53
aa48097,Orchid,2,630,81
aa48098,Lavender,2,390,96
aa48099,Lotus,2,820,14
aa48100,Tulip,2,40,39
aa48101,Orchid,2,220,93
aa48102,Lotus,1,790,47
aa48103,Lavender,1,460,53
aa48104,Rose,2,860,71
aa48105,Tulip,2,330,68
aa48106,Tulip,2,590,69
aa48107,Tulip,2,530,60
aa48108,Lotus,2,740,36
aa48109,Rose,2,170,72
aa48110,Rose,2,790,2
aa48111,Lavender,1,100,9
aa48112,Lotus,1,740,6
aa48113,Lavender,1,180,85
aa48114,Tulip,2,480,42
aa48115,Orchid,2,390,56
aa48116,Rose,2,170,72
aa48117,Orchid,2,180,82
aa48118,Rose,2,510,89
aa48119,Orchid,2,980,19
aa48120,Lotus,1,810,94
aa48121,Rose,2,580,88
aa48122,Orchid,2,350,49
aa48123,Lavender,1,40,81
aa48124,Tulip,2,960,92
aa48125,Lavender,1,510,44
aa48126,Orchid,1,180,12
aa48127,Lotus,1,870,75
aa48128,Lavender,2,680,16
aa48129,Orchid,2,770,32
aa48130,Lavender,2,710,39
aa48131,Lavender,2,660,18
aa48132,Lavender,2,230,2
aa48133,Lavender,2,680,68
aa48134,Tulip,1,320,42
aa48135,Orchid,2,900,10
aa48136,Lavender,2,780,5
aa48137,Lotus,1,590,41
aa48138,Rose,2,930,17
aa48139,Orchid,1,480,29
aa48140,Orchid,2,60,13
aa48141,Lotus,1,550,60
aa48142,Rose,2,630,81
aa48143,Lotus,2,90,33
aa48144,Rose,1,390,39
aa48145,Tulip,1,160,38
aa48146,Tulip,1,260,63
aa48147,Tulip,2,260,11
aa48148,Lotus,1,520,93
aa48149,Lotus,1,1000,30
aa48150,Lotus,2,780,55
aa48151,Orchid,2,430,38
aa48152,Orchid,2,460,81
aa48153,Lotus,2,170,56
aa48154,Lotus,1,900,23
aa48155,Orchid,1,510,80
aa48156,Rose,2,490,84
aa48157,Lavender,1,990,60
aa48158,Rose,2,810,8
aa48159,Tulip,2,950,87
aa48160,Lavender,2,790,8
aa48161,Orchid,2,570,50
aa48162,Orchid,2,110,11
aa48163,Lavender,2,980,92
aa48164,Rose,2,370,67
aa48165,Tulip,1,610,28
aa48166,Tulip,1,50,2
aa48167,Rose,2,640,6
aa48168,Orchid,2,610,2
aa48169,Orchid,2,40,37
aa48170,Lavender,1,640,71
aa48171,Lavender,2,740,33
aa48172,Lavender,1,710,43
aa48173,Lavender,1,730,74
aa48174,Tulip,1,370,34
aa48175,Lavender,1,990,7
aa48176,Lotus,1,10,36
aa48177,Orchid,2,540,12
aa48178,Lavender,1,470,44
aa48179,Lavender,1,370,4
aa48180,Tulip,2,570,9
aa48181,Lavender,2,600,47
aa48182,Tulip,2,300,92
aa48183,Orchid,1,410,2
aa48184,Lotus,1,760,9
aa48185,Rose,1,760,4
aa48186,Lotus,1,40,35
aa48187,Rose,2,400,61
aa48188,Rose,2,470,100
aa48189,Lotus,1,240,59
aa48190,Tulip,2,90,72
aa48191,Lotus,2,100,99
aa48192,Rose,1,650,33
aa48193,Tulip,2,950,84
aa48194,Orchid,1,360,3
aa48195,Orchid,2,740,73
aa48196,Lavender,2,30,29
aa48197,Tulip,1,160,35
aa48198,Orchid,2,640,54
aa48199,Lotus,1,530,88
aa48200,Rose,1,410,79
aa48201,Lotus,1,840,67
aa48202,Rose,1,410,70
aa48203,Orchid,1,410,98
aa48204,Orchid,2,400,69
aa48205,Orchid,2,490,17
aa48206,Lavender,1,150,15
aa48207,Orchid,2,760,5
aa48208,Lotus,2,420,73
aa48209,Rose,1,440,56
aa48210,Rose,1,740,75
aa48211,Orchid,2,320,62
aa48212,Lavender,1,440,39
aa48213,Tulip,1,90,2
aa48214,Orchid,1,70,9
aa48215,Lotus,1,360,19
aa48216,Lotus,2,750,77
aa48217,Lavender,2,600,5
aa48218,Lavender,2,370,100
aa48219,Tulip,2,290,32
aa48220,Lavender,2,400,74
aa48221,Lotus,2,500,47
aa48222,Lotus,2,910,66
aa48223,Orchid,2,990,61
aa48224,Orchid,1,740,55
aa48225,Rose,1,160,64
aa48226,Lotus,2,810,48
aa48227,Rose,2,90,7
aa48228,Lavender,1,510,65
aa48229,Rose,2,920,17
aa48230,Tulip,1,570,59
aa48231,Rose,2,670,66
aa48232,Lotus,1,630,2
aa48233,Tulip,2,590,68
aa48234,Lavender,1,730,49
aa48235,Lavender,2,950,23
aa48236,Lotus,2,580,82
aa48237,Lotus,2,850,17
aa48238,Orchid,1,690,30
aa48239,Orchid,2,840,54
aa48240,Lavender,1,980,12
aa48241,Rose,1,970,73
aa48242,Rose,2,490,70
aa48243,Rose,1,190,20
aa48244,Lotus,2,890,37
aa48245,Lavender,1,160,51
aa48246,Tulip,2,480,16
aa48247,Rose,2,170,31
aa48248,Lotus,2,630,19
aa48249,Rose,2,470,24
aa48250,Tulip,1,130,87
aa48251,Lotus,2,800,37
aa48252,Tulip,1,30,89
aa48253,Rose,1,720,8
aa48254,Lavender,1,930,36
aa48255,Tulip,1,790,69
aa48256,Lotus,2,570,2
aa48257,Lavender,2,120,66
aa48258,Lotus,1,510,60
aa48259,Orchid,2,590,56
aa48260,Orchid,1,710,8
aa48261,Lavender,2,270,89
aa48262,Tulip,1,120,73
aa48263,Orchid,2,310,56
aa48264,Rose,1,590,90
aa48265,Tulip,2,560,93
aa48266,Orchid,1,730,41
aa48267,Rose,1,920,40
aa48268,Tulip,2,750,76
aa48269,Tulip,2,200,26
aa48270,Lotus,1,370,19
aa48271,Lavender,1,240,31
aa48272,Tulip,1,150,17
aa48273,Lavender,1,690,73
aa48274,Lotus,1,230,54
aa48275,Orchid,1,820,47
aa48276,Rose,1,920,62
